source_file,mutated_file,mutation_class,mutation,target_event,target_object,intended_dimension,nominal_single_deviation_cost,expected_optimum,details
component_042_events_0009_objects_0005.jsonocel,object_missing_item_relation/component_042_events_0009_objects_0005.jsonocel,object,remove_item_relation_from_create_package,create_p-660528,i-883672,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_048_events_0011_objects_0007.jsonocel,data_package_weight/component_048_events_0011_objects_0007.jsonocel,data,wrong_package_weight,create_p-660649,p-660649,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 3.11 -> 3.247
component_048_events_0011_objects_0007.jsonocel,data_order_price/component_048_events_0011_objects_0007.jsonocel,data,wrong_order_price,pay_o-991144,o-991144,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 3023.63 -> 3030.94
component_048_events_0011_objects_0007.jsonocel,cf_missing_pick/component_048_events_0011_objects_0007.jsonocel,control_flow,remove_pick_event,pick_i-884544,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_048_events_0011_objects_0007.jsonocel,cf_extra_pick/component_048_events_0011_objects_0007.jsonocel,control_flow,duplicate_pick_event,pick_i-884544__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-884544
component_048_events_0011_objects_0007.jsonocel,object_missing_item_relation/component_048_events_0011_objects_0007.jsonocel,object,remove_item_relation_from_create_package,create_p-660649,i-884544,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_050_events_0008_objects_0004.jsonocel,data_package_weight/component_050_events_0008_objects_0004.jsonocel,data,wrong_package_weight,create_p-660730,p-660730,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 1.19 -> 1.327
component_050_events_0008_objects_0004.jsonocel,data_order_price/component_050_events_0008_objects_0004.jsonocel,data,wrong_order_price,pay_o-991284,o-991284,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 728.38 -> 735.6899999999999
component_050_events_0008_objects_0004.jsonocel,cf_missing_pick/component_050_events_0008_objects_0004.jsonocel,control_flow,remove_pick_event,pick_i-885087,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_050_events_0008_objects_0004.jsonocel,cf_extra_pick/component_050_events_0008_objects_0004.jsonocel,control_flow,duplicate_pick_event,pick_i-885087__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-885087
component_050_events_0008_objects_0004.jsonocel,object_missing_item_relation/component_050_events_0008_objects_0004.jsonocel,object,remove_item_relation_from_create_package,create_p-660730,i-885087,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_051_events_0011_objects_0007.jsonocel,data_package_weight/component_051_events_0011_objects_0007.jsonocel,data,wrong_package_weight,create_p-660751,p-660751,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 3.908 -> 4.045
component_051_events_0011_objects_0007.jsonocel,data_order_price/component_051_events_0011_objects_0007.jsonocel,data,wrong_order_price,pay_o-991324,o-991324,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 2187.17 -> 2194.48
component_051_events_0011_objects_0007.jsonocel,cf_missing_pick/component_051_events_0011_objects_0007.jsonocel,control_flow,remove_pick_event,pick_i-885233,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_051_events_0011_objects_0007.jsonocel,cf_extra_pick/component_051_events_0011_objects_0007.jsonocel,control_flow,duplicate_pick_event,pick_i-885233__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-885233
component_051_events_0011_objects_0007.jsonocel,object_missing_item_relation/component_051_events_0011_objects_0007.jsonocel,object,remove_item_relation_from_create_package,create_p-660751,i-885232,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_057_events_0011_objects_0005.jsonocel,data_package_weight/component_057_events_0011_objects_0005.jsonocel,data,wrong_package_weight,create_p-660867,p-660867,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 1.363 -> 1.5
component_057_events_0011_objects_0005.jsonocel,data_order_price/component_057_events_0011_objects_0005.jsonocel,data,wrong_order_price,pay_o-991520,o-991520,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 1631.42 -> 1638.73
component_057_events_0011_objects_0005.jsonocel,cf_missing_pick/component_057_events_0011_objects_0005.jsonocel,control_flow,remove_pick_event,pick_i-886011,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_057_events_0011_objects_0005.jsonocel,cf_extra_pick/component_057_events_0011_objects_0005.jsonocel,control_flow,duplicate_pick_event,pick_i-886011__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-886011
component_057_events_0011_objects_0005.jsonocel,object_missing_item_relation/component_057_events_0011_objects_0005.jsonocel,object,remove_item_relation_from_create_package,create_p-660867,i-886010,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_058_events_0009_objects_0005.jsonocel,data_package_weight/component_058_events_0009_objects_0005.jsonocel,data,wrong_package_weight,create_p-660924,p-660924,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 3.06 -> 3.197
component_058_events_0009_objects_0005.jsonocel,data_order_price/component_058_events_0009_objects_0005.jsonocel,data,wrong_order_price,pay_o-991630,o-991630,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 3634.39 -> 3641.7
component_058_events_0009_objects_0005.jsonocel,cf_missing_pick/component_058_events_0009_objects_0005.jsonocel,control_flow,remove_pick_event,pick_i-886382,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_058_events_0009_objects_0005.jsonocel,cf_extra_pick/component_058_events_0009_objects_0005.jsonocel,control_flow,duplicate_pick_event,pick_i-886382__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-886382
component_058_events_0009_objects_0005.jsonocel,object_missing_item_relation/component_058_events_0009_objects_0005.jsonocel,object,remove_item_relation_from_create_package,create_p-660924,i-886380,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_059_events_0010_objects_0006.jsonocel,data_package_weight/component_059_events_0010_objects_0006.jsonocel,data,wrong_package_weight,create_p-660955,p-660955,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 1.626 -> 1.763
component_059_events_0010_objects_0006.jsonocel,data_order_price/component_059_events_0010_objects_0006.jsonocel,data,wrong_order_price,pay_o-991686,o-991686,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 1959.11 -> 1966.4199999999998
component_059_events_0010_objects_0006.jsonocel,cf_missing_pick/component_059_events_0010_objects_0006.jsonocel,control_flow,remove_pick_event,pick_i-886559,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_059_events_0010_objects_0006.jsonocel,cf_extra_pick/component_059_events_0010_objects_0006.jsonocel,control_flow,duplicate_pick_event,pick_i-886559__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-886559
component_059_events_0010_objects_0006.jsonocel,object_missing_item_relation/component_059_events_0010_objects_0006.jsonocel,object,remove_item_relation_from_create_package,create_p-660955,i-886559,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_061_events_0007_objects_0003.jsonocel,data_package_weight/component_061_events_0007_objects_0003.jsonocel,data,wrong_package_weight,create_p-660997,p-660997,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 1.48 -> 1.617
component_061_events_0007_objects_0003.jsonocel,data_order_price/component_061_events_0007_objects_0003.jsonocel,data,wrong_order_price,pay_o-991749,o-991749,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 240.71 -> 248.02
component_061_events_0007_objects_0003.jsonocel,cf_missing_pick/component_061_events_0007_objects_0003.jsonocel,control_flow,remove_pick_event,pick_i-886773,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_061_events_0007_objects_0003.jsonocel,cf_extra_pick/component_061_events_0007_objects_0003.jsonocel,control_flow,duplicate_pick_event,pick_i-886773__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-886773
component_061_events_0007_objects_0003.jsonocel,object_missing_item_relation/component_061_events_0007_objects_0003.jsonocel,object,remove_item_relation_from_create_package,create_p-660997,i-886773,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_063_events_0035_objects_0019.jsonocel,data_package_weight/component_063_events_0035_objects_0019.jsonocel,data,wrong_package_weight,create_p-661003,p-661003,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 5.838 -> 5.975
component_063_events_0035_objects_0019.jsonocel,data_order_price/component_063_events_0035_objects_0019.jsonocel,data,wrong_order_price,pay_o-991784,o-991784,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 946.7 -> 954.01
component_063_events_0035_objects_0019.jsonocel,cf_missing_pick/component_063_events_0035_objects_0019.jsonocel,control_flow,remove_pick_event,pick_i-886890,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_063_events_0035_objects_0019.jsonocel,cf_extra_pick/component_063_events_0035_objects_0019.jsonocel,control_flow,duplicate_pick_event,pick_i-886890__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-886890
component_063_events_0035_objects_0019.jsonocel,object_missing_item_relation/component_063_events_0035_objects_0019.jsonocel,object,remove_item_relation_from_create_package,create_p-661003,i-886882,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_063_events_0035_objects_0019.jsonocel,object_extra_item_relation/component_063_events_0035_objects_0019.jsonocel,object,add_unrelated_item_relation_to_create_package,create_p-661003,i-886892,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Added one existing ITEM not originally related to this create package event
component_064_events_0116_objects_0055.jsonocel,data_package_weight/component_064_events_0116_objects_0055.jsonocel,data,wrong_package_weight,create_p-661037,p-661037,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 10.484 -> 10.621
component_064_events_0116_objects_0055.jsonocel,data_order_price/component_064_events_0116_objects_0055.jsonocel,data,wrong_order_price,pay_o-991865,o-991865,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 934.9 -> 942.2099999999999
component_064_events_0116_objects_0055.jsonocel,cf_missing_pick/component_064_events_0116_objects_0055.jsonocel,control_flow,remove_pick_event,pick_i-887305,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_064_events_0116_objects_0055.jsonocel,cf_extra_pick/component_064_events_0116_objects_0055.jsonocel,control_flow,duplicate_pick_event,pick_i-887305__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-887305
component_064_events_0116_objects_0055.jsonocel,object_missing_item_relation/component_064_events_0116_objects_0055.jsonocel,object,remove_item_relation_from_create_package,create_p-661037,i-887107,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_064_events_0116_objects_0055.jsonocel,object_extra_item_relation/component_064_events_0116_objects_0055.jsonocel,object,add_unrelated_item_relation_to_create_package,create_p-661037,i-887121,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Added one existing ITEM not originally related to this create package event
component_065_events_0098_objects_0050.jsonocel,data_package_weight/component_065_events_0098_objects_0050.jsonocel,data,wrong_package_weight,create_p-661073,p-661073,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 4.509 -> 4.646000000000001
component_065_events_0098_objects_0050.jsonocel,data_order_price/component_065_events_0098_objects_0050.jsonocel,data,wrong_order_price,pay_o-991916,o-991916,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 5517.32 -> 5524.63
component_065_events_0098_objects_0050.jsonocel,cf_missing_pick/component_065_events_0098_objects_0050.jsonocel,control_flow,remove_pick_event,pick_i-887562,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_065_events_0098_objects_0050.jsonocel,cf_extra_pick/component_065_events_0098_objects_0050.jsonocel,control_flow,duplicate_pick_event,pick_i-887562__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-887562
component_065_events_0098_objects_0050.jsonocel,object_missing_item_relation/component_065_events_0098_objects_0050.jsonocel,object,remove_item_relation_from_create_package,create_p-661073,i-887363,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_065_events_0098_objects_0050.jsonocel,object_extra_item_relation/component_065_events_0098_objects_0050.jsonocel,object,add_unrelated_item_relation_to_create_package,create_p-661073,i-887362,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Added one existing ITEM not originally related to this create package event
component_066_events_0011_objects_0006.jsonocel,data_package_weight/component_066_events_0011_objects_0006.jsonocel,data,wrong_package_weight,create_p-661076,p-661076,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 3.913 -> 4.05
component_066_events_0011_objects_0006.jsonocel,data_order_price/component_066_events_0011_objects_0006.jsonocel,data,wrong_order_price,pay_o-991925,o-991925,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 3340.39 -> 3347.7
component_066_events_0011_objects_0006.jsonocel,cf_missing_pick/component_066_events_0011_objects_0006.jsonocel,control_flow,remove_pick_event,pick_i-887401,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_066_events_0011_objects_0006.jsonocel,cf_extra_pick/component_066_events_0011_objects_0006.jsonocel,control_flow,duplicate_pick_event,pick_i-887401__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-887401
component_066_events_0011_objects_0006.jsonocel,object_missing_item_relation/component_066_events_0011_objects_0006.jsonocel,object,remove_item_relation_from_create_package,create_p-661076,i-887399,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_067_events_0063_objects_0031.jsonocel,data_package_weight/component_067_events_0063_objects_0031.jsonocel,data,wrong_package_weight,create_p-661091,p-661091,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 1.923 -> 2.06
component_067_events_0063_objects_0031.jsonocel,data_order_price/component_067_events_0063_objects_0031.jsonocel,data,wrong_order_price,pay_o-991942,o-991942,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 1459.38 -> 1466.69
component_067_events_0063_objects_0031.jsonocel,cf_missing_pick/component_067_events_0063_objects_0031.jsonocel,control_flow,remove_pick_event,pick_i-887550,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_067_events_0063_objects_0031.jsonocel,cf_extra_pick/component_067_events_0063_objects_0031.jsonocel,control_flow,duplicate_pick_event,pick_i-887550__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-887550
component_067_events_0063_objects_0031.jsonocel,object_missing_item_relation/component_067_events_0063_objects_0031.jsonocel,object,remove_item_relation_from_create_package,create_p-661091,i-887450,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
component_067_events_0063_objects_0031.jsonocel,object_extra_item_relation/component_067_events_0063_objects_0031.jsonocel,object,add_unrelated_item_relation_to_create_package,create_p-661091,i-887475,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Added one existing ITEM not originally related to this create package event
component_068_events_0009_objects_0005.jsonocel,data_package_weight/component_068_events_0009_objects_0005.jsonocel,data,wrong_package_weight,create_p-661114,p-661114,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,weight 1.86 -> 1.997
component_068_events_0009_objects_0005.jsonocel,data_order_price/component_068_events_0009_objects_0005.jsonocel,data,wrong_order_price,pay_o-991982,o-991982,data,1,TO_VALIDATE_WITH_BOTH_BACKENDS,price 264.24 -> 271.55
component_068_events_0009_objects_0005.jsonocel,cf_missing_pick/component_068_events_0009_objects_0005.jsonocel,control_flow,remove_pick_event,pick_i-887597,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed one observed pick item event
component_068_events_0009_objects_0005.jsonocel,cf_extra_pick/component_068_events_0009_objects_0005.jsonocel,control_flow,duplicate_pick_event,pick_i-887597__controlled_extra,,control_flow,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Duplicate of pick_i-887597
component_068_events_0009_objects_0005.jsonocel,object_missing_item_relation/component_068_events_0009_objects_0005.jsonocel,object,remove_item_relation_from_create_package,create_p-661114,i-887596,object,1,TO_VALIDATE_WITH_BOTH_BACKENDS,Removed exactly one ITEM from create package ocel:omap
